time_step,cpu_util_percent
0,36.44444444444444
1,33.75
2,31.25
3,35.6
4,34.8
5,34.0
6,47.54545454545455
7,35.4
8,34.0
9,33.875
10,31.0
11,32.5
12,35.84615384615385
13,37.45454545454545
14,38.36363636363637
15,36.375
16,33.53846153846154
17,35.65217391304348
18,33.91304347826087
19,32.17391304347826
20,36.0
21,34.75
22,29.0
23,35.57142857142857
24,40.0
25,40.0
26,33.96296296296296
27,33.592592592592595
28,33.22222222222222
29,27.0
30,24.38888888888889
31,27.166666666666664
32,29.615384615384617
33,31.615384615384617
34,32.8
35,31.0
36,28.77777777777778
37,26.555555555555557
38,24.333333333333332
39,27.153846153846153
40,31.0
41,33.0
42,37.0
43,29.7
44,28.0
45,27.285714285714285
46,26.8
47,30.210526315789473
48,27.57894736842105
49,22.0
50,24.857142857142858
51,27.714285714285715
52,23.0
53,29.315789473684212
54,33.5
55,23.0
56,31.0
57,29.5
58,26.25
59,26.90909090909091
60,26.0
61,23.727272727272727
62,25.0
63,24.75
64,24.076923076923077
65,21.0
66,26.6
67,29.714285714285715
68,35.375
69,34.8
70,33.46666666666667
71,32.13333333333333
72,25.7
73,32.0
74,33.666666666666664
75,32.0
76,30.333333333333332
77,27.5
78,20.833333333333336
79,18.615384615384617
80,18.333333333333332
81,19.0
82,19.0
83,19.0
84,19.0
85,19.470588235294116
86,20.647058823529413
87,25.0
88,25.0
89,24.0
90,29.727272727272727
91,36.0
92,25.142857142857142
93,27.2
94,23.2
95,23.473684210526315
96,25.57894736842105
97,22.666666666666668
98,28.666666666666668
99,26.333333333333332
100,26.81818181818182
101,47.8
102,46.392857142857146
103,44.607142857142854
104,44.0
105,43.0
106,43.45454545454545
107,44.44444444444444
108,26.0
109,28.838709677419356
110,25.935483870967744
111,23.032258064516128
112,20.0
113,37.142857142857146
114,29.6
115,30.0
116,33.53846153846154
117,27.0
118,42.0
119,25.11764705882353
120,25.705882352941178
121,27.166666666666668
122,32.583333333333336
123,38.0
124,30.857142857142858
125,26.0
126,26.0
127,26.0
128,26.0
129,21.625
130,22.071428571428573
131,22.785714285714285
132,21.6
133,26.933333333333334
134,30.833333333333332
135,29.0
136,27.75
137,26.5
138,26.666666666666668
139,25.076923076923077
140,23.0
141,24.6
142,27.42105263157895
143,28.473684210526315
144,27.333333333333332
145,24.0
146,25.25
147,25.22222222222222
148,24.11111111111111
149,22.714285714285715
150,21.285714285714285
151,24.0
152,26.857142857142858
153,27.75
154,26.5
155,27.88888888888889
156,28.125
157,23.235294117647058
158,27.352941176470587
159,27.0
160,29.57142857142857
161,32.22222222222222
162,31.11111111111111
163,30.0
164,25.666666666666668
165,23.0
166,20.75
167,25.785714285714285
168,35.4
169,31.4
170,31.8
171,37.8
172,37.526315789473685
173,35.68421052631579
174,33.8421052631579
175,32.0
176,27.0
177,25.352941176470587
178,25.941176470588236
179,26.75
180,28.0
181,28.11111111111111
182,22.0
183,24.0
184,25.0
185,24.655172413793103
186,23.96551724137931
187,23.275862068965516
188,23.75
189,21.25
190,20.333333333333332
191,24.53846153846154
192,33.0
193,29.22222222222222
194,31.444444444444443
195,33.1875
196,33.8125
197,36.666666666666664
198,40.476190476190474
199,37.0
200,27.666666666666668
201,29.333333333333332
202,30.636363636363637
203,37.0
204,26.333333333333332
205,27.0
206,34.64705882352941
207,33.166666666666664
208,33.5
209,32.5
210,30.333333333333332
211,27.0
212,26.333333333333332
213,29.666666666666668
214,33.0
215,35.53333333333333
216,30.866666666666667
217,29.8
218,30.866666666666667
219,29.53333333333333
220,28.53846153846154
221,29.65
222,35.15
223,36.5
224,31.666666666666668
225,29.0625
226,27.1875
227,30.64864864864865
228,34.7027027027027
229,38.75675675675676
230,35.333333333333336
231,31.666666666666668
232,38.333333333333336
233,32.0
234,24.75
235,24.5
236,26.875
237,34.333333333333336
238,36.22222222222222
239,30.25
240,30.0
241,28.181818181818183
242,30.666666666666668
243,28.0
244,24.8
245,21.25
246,22.615384615384617
247,21.0
248,28.0
249,26.0
250,25.170731707317074
251,27.121951219512194
252,29.073170731707318
253,31.024390243902438
254,27.90909090909091
255,22.3
256,23.8
257,25.0
258,23.8
259,24.0
260,24.0
261,24.46153846153846
262,26.76923076923077
263,29.347826086956523
264,31.956521739130434
265,32.142857142857146
266,29.444444444444443
267,28.75
268,26.0
269,30.0
270,28.75
271,27.0
272,27.75
273,32.2
274,29.53333333333333
275,24.870967741935484
276,23.258064516129032
277,21.64516129032258
278,28.0
279,33.333333333333336
280,23.083333333333332
281,23.916666666666668
282,22.866666666666667
283,22.2
284,22.0
285,32.0
286,44.27777777777778
287,40.388888888888886
288,26.0
289,25.0
290,26.7
291,26.6
292,32.125
293,24.833333333333332
294,25.75
295,32.125
296,40.875
297,38.0
298,27.153846153846153
299,27.0
300,27.18181818181818
301,21.391304347826086
302,25.304347826086957
303,29.217391304347828
304,24.6
305,25.307692307692307
306,25.82051282051282
307,26.333333333333332
308,26.846153846153847
309,19.3
310,20.2
311,22.38888888888889
312,22.944444444444443
313,20.4
314,25.333333333333332
315,19.0
316,24.0
317,24.0
318,23.0
319,23.0
320,23.0
321,27.5
322,38.2
323,26.2
324,34.666666666666664
325,38.4
326,40.714285714285715
327,36.285714285714285
328,33.4
329,35.23529411764706
330,37.0
331,38.46153846153846
332,35.38461538461539
333,32.30769230769231
334,31.5
335,30.944444444444443
336,30.38888888888889
337,29.625
338,28.375
339,30.666666666666668
340,34.733333333333334
341,48.54545454545455
342,44.0
343,48.6
344,51.46153846153846
345,52.61538461538461
346,53.76923076923077
347,37.38461538461539
348,26.77777777777778
349,45.2
350,25.8
351,29.8
352,32.38095238095238
353,29.285714285714285
354,26.19047619047619
355,23.095238095238095
356,20.0
357,25.4
358,25.0
359,31.714285714285715
360,29.96
361,33.16
362,36.36
363,39.56
364,42.76
365,46.0
366,44.833333333333336
367,39.46153846153846
368,36.72727272727273
369,36.27272727272727
370,35.38461538461539
371,33.84615384615385
372,32.30769230769231
373,37.0625
374,39.44444444444444
375,27.333333333333332
376,25.0
377,24.428571428571427
378,25.857142857142858
379,24.0
380,31.22222222222222
381,28.714285714285715
382,28.0
383,23.2
