time_step,cpu_util_percent
0,46.54545454545455
1,45.0
2,41.0
3,37.0
4,35.0
5,33.0
6,34.666666666666664
7,31.166666666666668
8,28.875
9,31.4
10,31.066666666666666
11,29.733333333333334
12,28.4
13,28.0
14,28.32
15,29.12
16,29.92
17,36.0
18,31.0
19,29.5
20,28.428571428571427
21,25.5
22,20.5
23,26.46666666666667
24,44.0
25,30.0
26,26.666666666666668
27,26.666666666666668
28,27.0
29,17.81818181818182
30,19.818181818181817
31,19.0
32,19.0
33,23.2
34,29.2
35,25.0
36,27.0
37,22.0
38,21.0
39,25.285714285714285
40,30.666666666666668
41,26.857142857142858
42,27.928571428571427
43,29.0
44,20.142857142857142
45,21.5
46,20.0
47,19.77777777777778
48,19.428571428571427
49,20.857142857142858
50,25.894736842105264
51,21.684210526315788
52,22.307692307692307
53,20.0
54,18.235294117647058
55,17.571428571428573
56,19.3125
57,19.9375
58,21.285714285714285
59,21.72222222222222
60,21.166666666666668
61,20.72
62,20.32
63,23.333333333333332
64,18.0
65,18.892857142857142
66,20.678571428571427
67,22.464285714285715
68,30.0
69,23.8
70,22.176470588235293
71,20.11764705882353
72,18.058823529411764
73,16.0
74,16.0
75,17.285714285714285
76,18.79310344827586
77,17.75862068965517
78,16.724137931034484
79,16.352941176470587
80,17.529411764705884
81,15.238095238095237
82,15.714285714285714
83,16.19047619047619
84,16.666666666666668
85,20.0
86,19.615384615384617
87,19.46153846153846
88,20.75
89,18.9
90,15.615384615384615
91,20.0
92,14.375
93,22.857142857142858
94,24.9375
95,20.916666666666668
96,20.083333333333332
97,16.551724137931036
98,19.655172413793103
99,22.758620689655174
100,22.2
101,22.0
102,21.333333333333332
103,17.571428571428573
104,19.076923076923077
105,18.133333333333333
106,18.8
107,20.615384615384617
108,21.555555555555557
109,20.642857142857142
110,19.5
111,18.0
112,18.727272727272727
113,30.375
114,28.666666666666668
115,29.61904761904762
116,26.25
117,20.0
118,16.363636363636363
119,16.0
120,20.482758620689655
121,24.96551724137931
122,31.0
123,21.75
124,20.714285714285715
125,18.8
126,18.3
127,19.25
128,18.166666666666668
129,14.0
130,15.333333333333334
131,15.0
132,17.94736842105263
133,19.526315789473685
134,24.375
135,21.22222222222222
136,19.0
137,20.0
138,19.0
139,26.2
140,27.294117647058822
141,21.666666666666668
142,18.333333333333332
143,22.4
144,22.142857142857142
145,20.0
146,23.34375
147,22.40625
148,21.46875
149,24.333333333333332
150,19.90909090909091
151,16.714285714285715
152,21.8
153,28.8
154,22.0
155,18.176470588235293
156,19.941176470588236
157,23.285714285714285
158,28.705882352941178
159,34.0
160,19.384615384615383
161,24.0
162,22.571428571428573
163,21.142857142857142
164,25.428571428571427
165,19.714285714285715
166,19.473684210526315
167,21.57894736842105
168,23.684210526315788
169,25.789473684210527
170,27.894736842105264
171,30.0
172,21.0
173,21.0
174,19.5
175,14.5
176,19.4
177,17.4
178,18.84
179,20.04
180,21.0
181,21.444444444444443
182,21.0
183,20.625
184,20.666666666666668
185,22.0
186,17.5
187,19.166666666666668
188,17.5
189,18.875
190,18.458333333333332
191,18.041666666666668
192,19.2
193,21.2
194,24.0
195,31.0
196,23.25
197,20.75
198,20.84
199,22.04
200,22.818181818181817
201,22.75
202,23.352941176470587
203,21.0
204,17.0
205,20.2
206,22.25
207,26.0
208,24.46153846153846
209,24.875
210,26.0
211,21.8
212,18.0
213,21.75
214,26.125
215,28.333333333333332
216,30.0
217,28.333333333333332
218,23.42105263157895
219,20.263157894736842
220,20.0
221,29.57142857142857
222,29.5
223,25.0
224,24.5
225,23.875
226,22.0
227,24.625
228,22.0
229,23.304347826086957
230,24.608695652173914
231,24.125
232,23.0
233,23.0
234,22.09090909090909
235,18.875
236,23.90909090909091
237,20.833333333333332
238,20.0
239,19.166666666666668
240,18.333333333333332
241,18.545454545454547
242,18.482758620689655
243,17.448275862068964
244,16.413793103448278
245,19.428571428571427
246,14.0
247,19.0
248,26.058823529411764
249,27.823529411764707
250,36.0
251,21.0
252,24.5
253,25.756756756756758
254,25.486486486486488
255,25.216216216216218
256,23.0
257,18.636363636363637
258,18.142857142857142
259,17.22222222222222
260,18.333333333333332
261,15.0
262,17.03333333333333
263,21.366666666666667
264,25.700000000000003
265,24.25
266,21.11764705882353
267,21.705882352941178
268,14.75
269,19.0
270,19.272727272727273
271,16.5
272,21.5
273,19.1
274,11.5
275,18.666666666666668
276,18.258064516129032
277,18.903225806451612
278,19.548387096774192
279,19.571428571428573
280,18.142857142857142
281,16.714285714285715
282,15.285714285714285
283,15.571428571428571
284,17.25
285,21.0
286,21.0
287,19.8
288,16.77777777777778
289,19.3125
290,29.9375
291,25.705882352941178
292,20.846153846153847
293,20.076923076923077
294,21.875
295,23.958333333333332
296,22.857142857142858
297,22.0
298,22.0
299,22.0
300,22.0
301,31.0
302,21.0
303,19.181818181818183
304,18.272727272727273
305,16.25
306,15.0
307,14.0
308,14.0
309,15.470588235294118
310,17.823529411764707
311,18.423076923076923
312,17.26923076923077
313,16.115384615384617
314,14.454545454545455
315,13.545454545454545
316,13.0
317,15.5
318,16.125
319,17.692307692307693
320,20.0
321,22.307692307692307
322,22.0
323,15.666666666666668
324,16.046511627906977
325,18.6046511627907
326,21.162790697674417
327,23.72093023255814
328,25.333333333333332
329,26.444444444444443
330,27.555555555555557
331,28.705882352941178
332,29.88235294117647
333,29.176470588235293
334,28.0
335,26.823529411764707
336,23.146341463414632
337,23.878048780487806
338,24.609756097560975
339,25.34146341463415
340,25.5
341,26.444444444444443
342,25.130434782608695
343,22.956521739130434
344,22.727272727272727
345,40.0
346,32.0
347,24.0
348,41.0
349,21.0
350,17.875
351,21.88888888888889
352,26.333333333333336
353,30.77777777777778
354,29.09090909090909
355,20.0
356,25.526315789473685
357,29.736842105263158
358,22.0
359,28.0
360,21.2
361,19.2
362,20.176470588235293
363,31.941176470588236
364,41.15384615384615
365,45.266666666666666
366,37.93333333333334
367,31.75
368,31.0
369,31.0
370,30.5
371,37.5
372,35.0
373,33.68421052631579
374,33.1578947368421
375,29.85
376,25.35
377,24.636363636363637
378,26.714285714285715
379,35.4
380,41.0
381,39.857142857142854
382,41.5
383,41.0
384,33.85714285714286
385,26.78723404255319
386,25.72340425531915
387,24.659574468085108
388,23.595744680851062
389,22.53191489361702
390,21.5
391,24.333333333333332
392,31.0
393,41.15217391304348
394,38.32608695652174
395,35.5
396,32.673913043478265
397,29.847826086956523
398,29.466666666666665
399,30.666666666666668
400,33.15
401,33.65
402,31.0
403,29.0
404,26.857142857142858
405,28.38095238095238
406,30.285714285714285
407,31.666666666666668
408,28.333333333333332
409,31.8
410,30.511627906976745
411,28.651162790697676
412,26.790697674418603
413,24.930232558139537
414,24.2
415,20.6
416,22.6
417,22.285714285714285
418,22.0
419,37.0
420,28.875
421,35.333333333333336
422,31.333333333333332
423,26.736842105263158
424,24.63157894736842
425,24.636363636363637
426,25.545454545454547
427,26.454545454545453
428,29.0
429,34.0
430,33.57142857142857
431,27.76923076923077
432,23.0
433,27.615384615384617
434,43.0
435,33.0
436,32.4
437,38.0
438,44.5
439,34.46153846153846
440,32.53846153846154
441,30.703703703703702
442,29.22222222222222
443,27.74074074074074
444,30.125
445,36.375
446,36.4
447,35.09090909090909
448,32.81818181818182
449,37.7
450,42.785714285714285
451,30.642857142857142
452,29.0
453,26.75
454,40.25
455,35.4
456,32.875
457,26.0
458,23.57142857142857
459,23.94736842105263
460,28.157894736842106
461,32.368421052631575
462,36.578947368421055
463,32.90909090909091
464,42.75
465,43.5
466,32.0
467,34.333333333333336
468,36.666666666666664
469,39.0
470,40.142857142857146
471,45.4
472,42.333333333333336
473,46.0
474,36.333333333333336
475,43.1
476,59.3
477,47.0
478,45.111111111111114
479,49.55555555555556
480,40.81818181818182
481,43.09090909090909
482,45.0
483,39.6
484,32.5
485,31.0
486,31.0
487,29.533333333333335
488,31.333333333333332
489,35.77777777777778
490,38.0
491,29.578947368421055
492,21.5
493,26.684210526315788
494,33.0
495,28.0
496,38.75
497,30.333333333333332
498,29.73913043478261
499,31.91304347826087
500,38.714285714285715
501,48.0
502,45.0
503,49.27272727272727
504,49.77777777777778
505,55.15384615384615
506,39.0
507,36.0
508,38.77777777777778
509,46.09756097560975
510,42.926829268292686
511,39.75609756097561
512,36.58536585365854
513,36.111111111111114
514,38.333333333333336
515,37.166666666666664
516,28.0
517,27.6
518,27.444444444444443
519,27.705882352941178
520,27.11764705882353
521,27.166666666666668
522,43.0
523,41.18181818181818
524,42.648648648648646
525,44.270270270270274
526,45.891891891891895
527,47.513513513513516
528,52.0
529,43.083333333333336
530,47.25
531,52.8
532,59.7
533,59.2
534,58.77777777777778
535,58.407407407407405
536,58.03703703703704
537,58.0
538,63.333333333333336
539,79.0
540,80.73913043478261
541,82.47826086956522
542,78.5
543,75.3529411764706
544,73.0
545,70.6470588235294
546,62.25
547,58.5
548,51.0
549,51.0
550,58.9
551,57.9
552,58.4
553,65.33333333333333
554,52.0
555,53.5
556,64.28571428571429
557,71.05882352941177
558,74.0
559,64.9090909090909
560,64.75
561,54.4375
562,58.8125
563,61.45454545454545
564,62.36363636363637
565,63.27272727272727
566,64.0
567,57.77777777777778
568,50.0
569,56.0
570,58.0
571,58.0
572,58.0
573,63.75
574,58.666666666666664
575,56.0
576,50.72222222222222
577,44.611111111111114
578,56.0
579,56.2
580,55.833333333333336
581,50.0
582,53.0
583,64.42857142857143
584,63.0
585,56.61538461538461
586,64.25
587,58.6875
588,55.5625
589,52.4375
590,49.3125
591,45.44117647058823
592,46.3235294117647
593,47.205882352941174
594,54.0
595,47.42857142857143
596,58.22222222222222
597,51.61538461538461
598,47.0
599,42.38461538461539
600,51.75
601,46.2
602,43.53333333333333
603,53.90909090909091
604,43.0
605,43.833333333333336
606,48.125
607,49.733333333333334
608,57.06666666666666
609,57.666666666666664
610,53.5
611,48.5
612,37.0
613,47.57142857142857
614,35.42857142857143
615,39.476190476190474
616,47.57142857142857
617,48.6
618,48.0
619,55.333333333333336
620,50.0
621,45.0
622,46.666666666666664
623,50.0
624,56.0
625,57.666666666666664
626,57.666666666666664
627,53.0
628,50.073170731707314
629,47.146341463414636
630,44.21951219512195
631,41.292682926829265
632,41.34615384615385
633,41.73076923076923
634,41.25
635,37.4
636,41.95652173913044
637,51.52173913043478
638,61.08695652173913
639,47.0
640,45.57142857142857
641,44.142857142857146
642,54.8
643,47.69230769230769
644,46.111111111111114
645,56.666666666666664
646,63.0
647,56.333333333333336
648,57.11764705882353
649,55.35294117647059
650,52.333333333333336
651,53.2
652,54.36363636363637
653,56.375
654,53.25
655,43.75
656,43.8
657,46.875
658,46.0
659,49.55555555555556
660,50.666666666666664
661,59.75
662,66.0
663,55.5
664,45.0
665,47.0
666,51.09090909090909
667,48.78787878787879
668,45.75757575757576
669,42.72727272727273
670,39.2
671,39.0
672,37.5
673,34.0
674,34.5
675,35.0
676,33.5
677,31.0
678,34.42857142857143
679,34.77777777777778
680,36.625
681,39.333333333333336
682,39.0
683,40.42857142857143
684,41.857142857142854
685,33.92307692307692
686,28.333333333333332
687,30.0
688,26.733333333333334
689,34.06666666666666
690,31.857142857142858
691,25.75
692,33.15384615384615
693,47.0
694,47.58490566037736
695,44.56603773584906
696,41.54716981132076
697,38.528301886792455
698,35.509433962264154
699,33.23076923076923
700,29.333333333333332
701,36.0
702,54.69230769230769
703,51.61538461538461
704,39.25
705,37.2
706,36.0
707,36.0
708,35.23076923076923
709,33.42857142857143
710,30.571428571428573
711,30.63157894736842
712,31.42105263157895
713,32.21052631578947
714,33.0
715,33.0
716,32.92307692307692
717,37.0
718,32.0
719,35.68421052631579
720,39.75
721,40.857142857142854
722,39.42857142857143
723,37.25
724,34.75
725,41.72727272727273
726,39.0
727,36.27272727272727
728,43.0
729,40.1
730,39.1
731,36.26086956521739
732,33.21739130434783
733,32.75
734,35.666666666666664
735,39.0
736,41.166666666666664
737,41.583333333333336
738,42.0
739,38.31578947368421
740,36.5
741,41.5
742,33.8
743,46.666666666666664
744,43.0
745,43.0
746,46.5
747,36.6
748,29.0
749,37.14285714285714
750,48.57142857142857
751,37.3
752,36.44444444444444
753,43.81818181818182
754,33.666666666666664
755,35.0
756,35.0
757,29.0
758,30.333333333333332
759,30.09090909090909
760,24.25
761,42.0
762,39.05882352941177
763,36.11764705882353
764,33.17647058823529
765,31.166666666666668
766,28.0
767,27.0
768,27.0
769,22.833333333333336
770,25.483870967741936
771,27.096774193548388
772,28.70967741935484
773,29.263157894736842
774,25.578947368421055
775,32.14285714285714
776,28.0
777,25.5
778,24.466666666666665
779,25.8
780,27.6
781,23.0
782,26.333333333333332
783,27.0
784,23.666666666666668
785,21.0
786,22.363636363636363
787,25.09090909090909
788,27.818181818181817
789,28.666666666666668
790,31.0
791,37.55555555555556
792,40.083333333333336
793,30.916666666666668
794,30.0
795,30.0
796,29.25
797,37.0
798,29.0
799,29.0
800,29.0
801,24.454545454545453
802,31.6
803,26.09090909090909
804,27.0
805,23.666666666666668
806,38.0
807,23.0
808,19.333333333333332
809,19.75
810,21.0
811,26.333333333333336
812,24.11111111111111
813,24.714285714285715
814,22.333333333333332
815,21.962264150943398
816,21.77358490566038
817,21.58490566037736
818,21.39622641509434
819,21.20754716981132
820,21.0188679245283
821,26.0
822,25.62962962962963
823,25.25925925925926
824,26.4
825,29.6
826,23.6
827,29.0
828,21.5
829,22.4
830,31.6
831,23.272727272727273
832,23.833333333333332
833,34.0
834,33.0
835,30.0
836,32.0
837,29.782608695652172
838,26.73913043478261
839,24.48148148148148
840,29.296296296296298
841,34.111111111111114
842,40.2
843,34.705882352941174
844,28.235294117647058
845,26.0
846,26.2
847,24.428571428571427
848,24.333333333333332
849,22.0
850,28.428571428571427
851,25.0
852,20.666666666666668
853,21.2
854,22.352941176470587
855,24.11764705882353
856,27.0
857,24.857142857142858
858,24.666666666666668
859,32.0
860,32.111111111111114
861,31.0
862,31.5
863,26.0
864,26.0
865,25.666666666666668
866,25.0
867,22.25
868,28.0
869,38.5
870,28.0
871,24.666666666666668
872,44.0
873,44.45454545454545
874,28.545454545454547
875,23.210526315789473
876,33.73684210526316
877,34.55555555555556
878,25.666666666666664
879,30.333333333333332
880,26.333333333333332
881,21.14814814814815
882,17.5
883,20.133333333333333
884,23.0
885,27.545454545454547
886,24.333333333333332
887,24.0
888,29.6
889,25.333333333333332
890,24.1
891,23.1
892,22.1
893,21.1
894,28.25
895,24.333333333333332
896,21.833333333333332
897,26.0
898,26.0
899,25.0
900,25.066666666666666
901,25.733333333333334
902,24.153846153846153
903,20.714285714285715
904,24.846153846153847
905,34.07692307692308
906,35.5
907,22.0
908,26.6
909,36.0
910,27.307692307692307
911,20.266666666666666
912,22.933333333333334
913,25.307692307692307
914,28.055555555555557
915,28.61111111111111
916,23.75
917,28.666666666666668
918,23.0
919,24.0
920,22.0
921,21.5
922,23.0
923,24.956521739130434
924,28.869565217391305
925,30.88888888888889
926,27.8
927,22.714285714285715
928,21.545454545454547
929,25.8
930,19.0
931,19.0
932,21.52173913043478
933,22.391304347826086
934,22.842105263157894
935,22.31578947368421
936,26.0
937,23.0
938,18.833333333333336
939,18.0
940,19.11111111111111
941,21.333333333333332
942,29.0
943,23.0
944,22.818181818181817
945,31.63157894736842
946,24.789473684210527
947,19.4
948,19.0
949,19.0
950,20.59090909090909
951,22.863636363636363
952,21.75
953,22.375
954,21.125
955,21.333333333333332
956,22.22222222222222
957,20.0
958,27.027027027027028
959,34.054054054054056
960,41.08108108108108
961,46.35294117647059
962,47.529411764705884
963,47.0
964,44.0
965,44.083333333333336
966,44.916666666666664
967,46.0
968,39.333333333333336
969,41.0
